video_id,frame_timestamp,x1,y1,x2,y2,action_id,person_id
100_clip_000,0,0.684376,0.001703,0.734162,0.166719,4,6491
100_clip_000,0,0.684376,0.001703,0.734162,0.166719,19,6491
100_clip_000,0,0.684376,0.001703,0.734162,0.166719,42,6491
100_clip_000,0,0.589767,0.000653,0.631181,0.103448,13,6487
100_clip_000,0,0.912303,0.313724,1.006780,0.783296,28,6484
100_clip_000,0,0.912303,0.313724,1.006780,0.783296,35,6484
100_clip_000,0,0.677459,0.001792,0.734083,0.191088,11,6491
100_clip_000,0,0.677459,0.001792,0.734083,0.191088,27,6491
100_clip_001,0,0.671671,0.001091,0.723907,0.222514,44,2508
100_clip_001,0,0.905081,0.299725,0.999929,0.817462,2,2509
100_clip_001,0,0.905081,0.299725,0.999929,0.817462,50,2509
100_clip_001,0,0.604812,0.000633,0.626888,0.046846,11,2510
100_clip_001,0,0.604812,0.000633,0.626888,0.046846,18,2510
100_clip_001,0,0.604812,0.000633,0.626888,0.046846,43,2510
100_clip_001,0,0.607322,-0.002662,0.632302,0.050879,22,2511
100_clip_001,0,0.618120,0.000306,0.638485,0.045667,42,2512
100_clip_001,0,0.674627,0.001000,0.730643,0.238057,9,2508
100_clip_001,0,0.674627,0.001000,0.730643,0.238057,17,2508
100_clip_001,0,0.674627,0.001000,0.730643,0.238057,23,2508
100_clip_001,0,0.678606,-0.000346,0.740422,0.261807,11,2508
100_clip_001,0,0.678606,-0.000346,0.740422,0.261807,39,2508
100_clip_001,0,0.678606,-0.000346,0.740422,0.261807,45,2508
100_clip_001,0,0.688887,0.001792,0.756361,0.288556,26,2508
100_clip_001,0,0.688887,0.001792,0.756361,0.288556,34,2508
100_clip_001,0,0.703519,0.002452,0.775918,0.311524,6,2508
100_clip_001,0,0.703519,0.002452,0.775918,0.311524,32,2508
100_clip_001,0,0.703519,0.002452,0.775918,0.311524,40,2508
100_clip_001,0,0.715093,0.003166,0.792501,0.334632,22,2508
100_clip_001,0,0.715093,0.003166,0.792501,0.334632,50,2508
100_clip_001,0,0.722906,0.015543,0.805055,0.369065,13,2508
100_clip_001,0,0.722906,0.015543,0.805055,0.369065,26,2508
100_clip_001,0,0.722906,0.015543,0.805055,0.369065,33,2508
100_clip_001,0,0.729417,0.038793,0.813699,0.401526,6,2508
100_clip_001,0,0.729417,0.038793,0.813699,0.401526,16,2508
100_clip_001,0,0.729417,0.038793,0.813699,0.401526,18,2508
100_clip_001,0,0.736792,0.058827,0.821978,0.427489,17,2508
100_clip_001,0,0.736792,0.058827,0.821978,0.427489,18,2508
100_clip_001,0,0.736792,0.058827,0.821978,0.427489,31,2508
100_clip_001,0,0.755272,0.081762,0.841741,0.457569,22,2508
100_clip_001,0,0.755272,0.081762,0.841741,0.457569,26,2508
100_clip_001,0,0.776992,0.097374,0.865582,0.484286,8,2508
100_clip_001,0,0.776992,0.097374,0.865582,0.484286,43,2508
100_clip_001,0,0.799246,0.122625,0.889681,0.518885,14,2508
100_clip_001,0,0.799246,0.122625,0.889681,0.518885,18,2508
100_clip_001,0,0.799246,0.122625,0.889681,0.518885,38,2508
100_clip_001,0,0.808648,0.154774,0.899006,0.551323,10,2508
100_clip_001,0,0.808648,0.154774,0.899006,0.551323,29,2508
100_clip_001,0,0.808648,0.154774,0.899006,0.551323,45,2508
100_clip_001,0,0.719753,0.000865,0.790290,0.304200,17,2518
100_clip_001,0,0.719753,0.000865,0.790290,0.304200,23,2518
100_clip_001,0,0.719753,0.000865,0.790290,0.304200,46,2518
100_clip_001,0,0.812759,0.178842,0.906166,0.591565,16,2508
100_clip_001,0,0.812759,0.178842,0.906166,0.591565,32,2508
100_clip_001,0,0.703342,0.001193,0.769032,0.283772,5,2518
100_clip_001,0,0.703342,0.001193,0.769032,0.283772,15,2518
100_clip_001,0,0.703342,0.001193,0.769032,0.283772,20,2518
100_clip_001,0,0.816502,0.201545,0.912982,0.627119,5,2508
100_clip_001,0,0.816502,0.201545,0.912982,0.627119,32,2508
100_clip_001,0,0.685198,0.002232,0.742734,0.249251,20,2518
100_clip_001,0,0.685198,0.002232,0.742734,0.249251,27,2518
100_clip_001,0,0.685198,0.002232,0.742734,0.249251,32,2518
101_clip_000,0,0.873824,0.504488,0.974053,0.867538,9,6852
101_clip_000,0,0.873824,0.504488,0.974053,0.867538,30,6852
101_clip_000,0,0.150047,0.353101,0.242497,0.941037,5,6853
101_clip_000,0,0.150047,0.353101,0.242497,0.941037,11,6853
101_clip_000,0,0.150047,0.353101,0.242497,0.941037,38,6853
101_clip_000,0,0.872819,0.500504,0.973979,0.867051,8,6852
101_clip_000,0,0.872819,0.500504,0.973979,0.867051,24,6852
101_clip_000,0,0.156658,0.371307,0.246477,0.943080,15,6853
101_clip_000,0,0.156658,0.371307,0.246477,0.943080,25,6853
101_clip_000,0,0.879116,0.507652,0.977436,0.863822,27,6852
101_clip_000,0,0.156797,0.381858,0.245300,0.945523,25,6853
101_clip_000,0,0.156797,0.381858,0.245300,0.945523,50,6853
101_clip_000,0,0.851893,0.485421,0.959001,0.860142,16,6852
101_clip_000,0,0.150488,0.381348,0.238152,0.940303,4,6853
101_clip_000,0,0.869614,0.475816,0.980806,0.861969,20,6852
101_clip_000,0,0.869614,0.475816,0.980806,0.861969,37,6852
101_clip_000,0,0.869614,0.475816,0.980806,0.861969,46,6852
101_clip_000,0,0.883714,0.473217,0.992470,0.849728,35,6852
101_clip_000,0,0.883714,0.473217,0.992470,0.849728,48,6852
101_clip_000,0,0.149210,0.383519,0.237903,0.945240,10,6853
101_clip_000,0,0.893109,0.438510,1.006183,0.834564,30,6852
101_clip_000,0,0.151732,0.381065,0.241333,0.944376,39,6853
101_clip_000,0,0.875892,0.410977,0.998293,0.843356,9,6852
101_clip_000,0,0.875892,0.410977,0.998293,0.843356,34,6852
101_clip_000,0,0.148567,0.381728,0.236922,0.937776,26,6853
101_clip_000,0,0.148567,0.381728,0.236922,0.937776,40,6853
101_clip_000,0,0.148567,0.381728,0.236922,0.937776,49,6853
101_clip_000,0,0.854807,0.375328,0.988462,0.853834,24,6852
101_clip_000,0,0.854807,0.375328,0.988462,0.853834,29,6852
101_clip_000,0,0.854807,0.375328,0.988462,0.853834,35,6852
101_clip_000,0,0.170781,0.376191,0.258406,0.922632,3,6853
101_clip_000,0,0.170781,0.376191,0.258406,0.922632,21,6853
101_clip_000,0,0.853782,0.377397,0.986434,0.859335,43,6852
101_clip_000,0,0.851156,0.382854,0.982219,0.865585,11,6852
101_clip_000,0,0.851156,0.382854,0.982219,0.865585,28,6852
101_clip_000,0,0.851156,0.382854,0.982219,0.865585,35,6852
101_clip_000,0,0.837837,0.372700,0.967847,0.860716,4,6852
101_clip_000,0,0.837837,0.372700,0.967847,0.860716,42,6852
101_clip_000,0,0.852005,0.349646,0.981048,0.840213,12,6852
101_clip_000,0,0.852005,0.349646,0.981048,0.840213,18,6852
101_clip_000,0,0.433897,0.307993,0.552126,0.834921,19,6858
101_clip_000,0,0.433897,0.307993,0.552126,0.834921,46,6858
101_clip_000,0,0.873920,0.317608,1.001433,0.811158,38,6852
101_clip_000,0,0.468468,0.466209,0.578489,0.957166,16,6858
101_clip_000,0,0.468468,0.466209,0.578489,0.957166,26,6858
101_clip_000,0,0.468468,0.466209,0.578489,0.957166,34,6858
101_clip_000,0,0.896411,0.295451,1.014351,0.768036,18,6852
101_clip_000,0,0.896411,0.295451,1.014351,0.768036,30,6852
101_clip_000,0,0.520100,0.289448,0.661136,0.763502,13,6860
101_clip_000,0,0.520100,0.289448,0.661136,0.763502,19,6860
101_clip_000,0,0.520100,0.289448,0.661136,0.763502,44,6860
101_clip_001,0,0.576152,0.265155,0.664676,0.754775,5,3208
101_clip_001,0,0.576152,0.265155,0.664676,0.754775,46,3208
101_clip_001,0,0.241554,0.428325,0.372738,0.986099,7,3209
101_clip_001,0,0.241554,0.428325,0.372738,0.986099,18,3209
101_clip_001,0,0.241554,0.428325,0.372738,0.986099,50,3209
101_clip_001,0,0.950488,0.263769,0.999811,0.738755,7,3210
101_clip_001,0,0.247173,0.304577,0.321365,0.583008,25,3211
101_clip_001,0,0.247173,0.304577,0.321365,0.583008,47,3211
101_clip_001,0,0.606131,0.248832,0.694593,0.737588,1,3208
101_clip_001,0,0.606131,0.248832,0.694593,0.737588,37,3208
101_clip_001,0,0.606131,0.248832,0.694593,0.737588,45,3208
101_clip_001,0,0.192069,0.400388,0.325044,0.966288,9,3209
101_clip_001,0,0.192069,0.400388,0.325044,0.966288,35,3209
101_clip_001,0,0.954701,0.255470,1.001631,0.708096,19,3210
101_clip_001,0,0.259177,0.305199,0.366248,0.706167,43,3211
101_clip_001,0,0.613018,0.234347,0.700170,0.715362,6,3208
101_clip_001,0,0.613018,0.234347,0.700170,0.715362,19,3208
101_clip_001,0,0.613018,0.234347,0.700170,0.715362,40,3208
101_clip_001,0,0.164956,0.407343,0.294738,0.961874,32,3209
101_clip_001,0,0.151633,0.404998,0.280578,0.958147,20,3209
101_clip_001,0,0.613762,0.221831,0.700961,0.702277,33,3208
101_clip_001,0,0.614296,0.221795,0.701248,0.701270,18,3208
101_clip_001,0,0.150067,0.402880,0.277324,0.957208,6,3209
101_clip_001,0,0.150067,0.402880,0.277324,0.957208,34,3209
101_clip_001,0,0.614176,0.223688,0.700455,0.700724,3,3208
101_clip_001,0,0.614176,0.223688,0.700455,0.700724,20,3208
101_clip_001,0,0.614176,0.223688,0.700455,0.700724,29,3208
101_clip_001,0,0.149775,0.403237,0.275820,0.956888,15,3209
101_clip_001,0,0.149775,0.403237,0.275820,0.956888,42,3209
101_clip_001,0,0.613763,0.223327,0.699804,0.700495,1,3208
101_clip_001,0,0.613763,0.223327,0.699804,0.700495,22,3208
101_clip_001,0,0.613763,0.223327,0.699804,0.700495,33,3208
101_clip_001,0,0.150373,0.402086,0.275844,0.957995,10,3209
101_clip_001,0,0.150373,0.402086,0.275844,0.957995,21,3209
101_clip_001,0,0.150373,0.402086,0.275844,0.957995,50,3209
101_clip_001,0,0.613695,0.221974,0.700079,0.702039,8,3208
101_clip_001,0,0.613695,0.221974,0.700079,0.702039,21,3208
101_clip_001,0,0.613695,0.221974,0.700079,0.702039,32,3208
101_clip_001,0,0.151364,0.404355,0.275045,0.957246,8,3209
101_clip_001,0,0.151364,0.404355,0.275045,0.957246,31,3209
101_clip_001,0,0.609540,0.221204,0.696162,0.702868,3,3208
101_clip_001,0,0.609540,0.221204,0.696162,0.702868,28,3208
101_clip_001,0,0.152849,0.402884,0.275452,0.957279,24,3209
101_clip_001,0,0.152849,0.402884,0.275452,0.957279,27,3209
101_clip_001,0,0.603581,0.221239,0.688690,0.695427,15,3208
101_clip_001,0,0.603581,0.221239,0.688690,0.695427,19,3208
101_clip_001,0,0.603581,0.221239,0.688690,0.695427,38,3208
101_clip_001,0,0.155341,0.404319,0.276211,0.956579,2,3209
101_clip_001,0,0.155341,0.404319,0.276211,0.956579,22,3209
101_clip_001,0,0.155341,0.404319,0.276211,0.956579,40,3209
101_clip_001,0,0.604591,0.215265,0.689451,0.685591,4,3208
101_clip_001,0,0.604591,0.215265,0.689451,0.685591,16,3208
101_clip_001,0,0.604591,0.215265,0.689451,0.685591,35,3208
101_clip_001,0,0.156777,0.407097,0.276177,0.958428,12,3209
101_clip_001,0,0.156777,0.407097,0.276177,0.958428,22,3209
101_clip_001,0,0.838814,0.074446,0.925110,0.432262,10,3214
101_clip_001,0,0.838814,0.074446,0.925110,0.432262,23,3214
101_clip_001,0,0.838814,0.074446,0.925110,0.432262,43,3214
101_clip_001,0,0.591790,0.211518,0.676257,0.681628,3,3208
101_clip_001,0,0.157784,0.405907,0.275951,0.957124,8,3209
101_clip_001,0,0.157784,0.405907,0.275951,0.957124,29,3209
101_clip_001,0,0.833772,0.065563,0.917794,0.414897,15,3214
101_clip_001,0,0.833772,0.065563,0.917794,0.414897,37,3214
101_clip_001,0,0.772031,0.046987,0.840048,0.395468,8,3215
101_clip_001,0,0.772031,0.046987,0.840048,0.395468,23,3215
101_clip_001,0,0.772031,0.046987,0.840048,0.395468,25,3215
101_clip_001,0,0.604763,0.205958,0.688024,0.671756,24,3208
101_clip_001,0,0.604763,0.205958,0.688024,0.671756,40,3208
101_clip_001,0,0.604763,0.205958,0.688024,0.671756,45,3208
101_clip_001,0,0.830431,0.047988,0.917279,0.409620,14,3214
101_clip_001,0,0.830431,0.047988,0.917279,0.409620,40,3214
101_clip_001,0,0.830431,0.047988,0.917279,0.409620,50,3214
101_clip_001,0,0.757721,0.037988,0.828275,0.398403,3,3215
101_clip_001,0,0.757721,0.037988,0.828275,0.398403,14,3215
101_clip_001,0,0.629855,0.192345,0.710919,0.645746,30,3208
101_clip_001,0,0.164663,0.405524,0.283585,0.958783,14,3209
101_clip_001,0,0.164663,0.405524,0.283585,0.958783,22,3209
101_clip_001,0,0.164663,0.405524,0.283585,0.958783,27,3209
101_clip_001,0,0.826986,0.028328,0.912022,0.384686,3,3214
101_clip_001,0,0.826986,0.028328,0.912022,0.384686,35,3214
101_clip_001,0,0.735017,0.022310,0.808600,0.395988,4,3215
101_clip_001,0,0.735017,0.022310,0.808600,0.395988,8,3215
101_clip_001,0,0.735017,0.022310,0.808600,0.395988,45,3215
101_clip_002,0,0.814383,0.000185,0.887729,0.349366,29,5296
101_clip_002,0,0.814383,0.000185,0.887729,0.349366,41,5296
101_clip_002,0,0.643228,0.168007,0.726515,0.615313,41,5297
101_clip_002,0,0.643228,0.168007,0.726515,0.615313,49,5297
101_clip_002,0,0.694916,0.005444,0.775557,0.341424,2,5298
101_clip_002,0,0.694916,0.005444,0.775557,0.341424,13,5298
101_clip_002,0,0.176601,0.373184,0.285713,0.960432,41,5299
101_clip_002,0,0.794496,-0.003298,0.864039,0.328212,17,5296
101_clip_002,0,0.794496,-0.003298,0.864039,0.328212,31,5296
101_clip_002,0,0.666009,0.162327,0.748429,0.604819,10,5297
101_clip_002,0,0.666009,0.162327,0.748429,0.604819,43,5297
101_clip_002,0,0.167310,0.311327,0.288290,0.961893,40,5299
101_clip_002,0,0.167310,0.311327,0.288290,0.961893,46,5299
101_clip_002,0,0.792643,0.003676,0.856370,0.306496,30,5296
101_clip_002,0,0.792643,0.003676,0.856370,0.306496,50,5296
101_clip_002,0,0.676482,0.146550,0.758172,0.588867,8,5297
101_clip_002,0,0.676482,0.146550,0.758172,0.588867,31,5297
101_clip_002,0,0.676482,0.146550,0.758172,0.588867,42,5297
101_clip_002,0,0.694379,0.002693,0.746201,0.215407,17,5298
101_clip_002,0,0.694379,0.002693,0.746201,0.215407,25,5298
101_clip_002,0,0.694379,0.002693,0.746201,0.215407,45,5298
101_clip_002,0,0.785847,0.000725,0.846151,0.287131,4,5296
101_clip_002,0,0.785847,0.000725,0.846151,0.287131,22,5296
101_clip_002,0,0.785847,0.000725,0.846151,0.287131,38,5296
101_clip_002,0,0.684274,0.127197,0.766498,0.568140,11,5297
101_clip_002,0,0.684274,0.127197,0.766498,0.568140,45,5297
101_clip_002,0,0.687659,0.001998,0.733555,0.185713,11,5298
101_clip_002,0,0.687659,0.001998,0.733555,0.185713,15,5298
101_clip_002,0,0.687659,0.001998,0.733555,0.185713,21,5298
101_clip_002,0,0.165741,0.399858,0.270283,0.955379,44,5299
101_clip_002,0,0.775394,0.003387,0.829816,0.259304,24,5296
101_clip_002,0,0.663072,0.126744,0.745066,0.567996,4,5297
101_clip_002,0,0.670515,0.000934,0.717945,0.185453,22,5298
101_clip_002,0,0.670515,0.000934,0.717945,0.185453,43,5298
101_clip_002,0,0.166121,0.406427,0.270676,0.958072,10,5299
101_clip_002,0,0.166121,0.406427,0.270676,0.958072,22,5299
101_clip_002,0,0.765419,0.002129,0.816745,0.238173,2,5296
101_clip_002,0,0.765419,0.002129,0.816745,0.238173,22,5296
101_clip_002,0,0.765419,0.002129,0.816745,0.238173,31,5296
101_clip_002,0,0.655060,0.000727,0.712965,0.223926,15,5298
101_clip_002,0,0.164619,0.409837,0.268407,0.957024,8,5299
101_clip_002,0,0.164619,0.409837,0.268407,0.957024,50,5299
101_clip_002,0,0.755001,0.000911,0.795176,0.178642,12,5296
101_clip_002,0,0.706658,0.133460,0.790129,0.574084,23,5297
101_clip_002,0,0.646980,0.000423,0.704705,0.219956,21,5298
101_clip_002,0,0.646980,0.000423,0.704705,0.219956,30,5298
101_clip_002,0,0.646980,0.000423,0.704705,0.219956,49,5298
101_clip_002,0,0.171975,0.385521,0.281579,0.958394,7,5299
101_clip_002,0,0.743119,0.001750,0.782717,0.174448,34,5296
101_clip_002,0,0.743119,0.001750,0.782717,0.174448,44,5296
101_clip_002,0,0.753204,0.133155,0.837433,0.552928,29,5297
101_clip_002,0,0.753204,0.133155,0.837433,0.552928,33,5297
101_clip_002,0,0.753204,0.133155,0.837433,0.552928,40,5297
101_clip_002,0,0.633904,0.000076,0.687226,0.196208,6,5298
101_clip_002,0,0.633904,0.000076,0.687226,0.196208,30,5298
101_clip_002,0,0.633904,0.000076,0.687226,0.196208,49,5298
101_clip_002,0,0.167640,0.387897,0.277509,0.958417,18,5299
101_clip_002,0,0.167640,0.387897,0.277509,0.958417,26,5299
101_clip_002,0,0.167640,0.387897,0.277509,0.958417,37,5299
101_clip_002,0,0.741444,0.000764,0.778389,0.164481,8,5296
101_clip_002,0,0.801217,0.144921,0.882704,0.549814,2,5297
101_clip_002,0,0.801217,0.144921,0.882704,0.549814,8,5297
101_clip_002,0,0.801217,0.144921,0.882704,0.549814,42,5297
101_clip_002,0,0.618999,0.000036,0.667610,0.175609,16,5298
101_clip_002,0,0.618999,0.000036,0.667610,0.175609,42,5298
101_clip_002,0,0.618999,0.000036,0.667610,0.175609,46,5298
101_clip_002,0,0.165381,0.402010,0.272526,0.957320,9,5299
101_clip_002,0,0.165381,0.402010,0.272526,0.957320,32,5299
101_clip_002,0,0.730541,0.000982,0.762842,0.140080,34,5296
101_clip_002,0,0.730541,0.000982,0.762842,0.140080,45,5296
101_clip_002,0,0.817711,0.129297,0.906022,0.544146,39,5297
101_clip_002,0,0.605288,0.001323,0.649086,0.155658,44,5298
101_clip_002,0,0.605288,0.001323,0.649086,0.155658,50,5298
101_clip_002,0,0.165528,0.407842,0.271766,0.959014,8,5299
101_clip_002,0,0.165528,0.407842,0.271766,0.959014,47,5299
101_clip_002,0,0.715273,0.000753,0.749978,0.145770,17,5300
101_clip_002,0,0.798799,0.126444,0.893690,0.546076,30,5297
101_clip_002,0,0.593384,0.000579,0.633513,0.138168,5,5298
101_clip_002,0,0.593384,0.000579,0.633513,0.138168,13,5298
101_clip_002,0,0.165804,0.407911,0.271324,0.956339,15,5299
101_clip_002,0,0.702751,0.000235,0.730895,0.115729,42,5300
101_clip_002,0,0.823257,0.130749,0.915843,0.540961,33,5297
101_clip_002,0,0.588816,0.000944,0.624977,0.121769,11,5298
101_clip_002,0,0.588816,0.000944,0.624977,0.121769,18,5298
101_clip_002,0,0.588816,0.000944,0.624977,0.121769,27,5298
101_clip_002,0,0.166031,0.408308,0.270605,0.951994,25,5299
101_clip_002,0,0.166031,0.408308,0.270605,0.951994,41,5299
101_clip_002,0,0.683285,0.000310,0.711714,0.115690,11,5300
101_clip_002,0,0.683285,0.000310,0.711714,0.115690,16,5300
101_clip_002,0,0.683285,0.000310,0.711714,0.115690,47,5300
101_clip_002,0,0.817456,0.209461,0.900905,0.541478,25,5297
101_clip_002,0,0.817456,0.209461,0.900905,0.541478,35,5297
101_clip_002,0,0.817456,0.209461,0.900905,0.541478,45,5297
101_clip_002,0,0.578997,0.000729,0.614324,0.117467,30,5298
101_clip_002,0,0.667745,0.000042,0.694848,0.108650,5,5300
101_clip_002,0,0.667745,0.000042,0.694848,0.108650,17,5300
101_clip_002,0,0.812423,0.240793,0.894708,0.542070,43,5297
101_clip_002,0,0.812423,0.240793,0.894708,0.542070,46,5297
101_clip_002,0,0.165400,0.404218,0.270957,0.955397,6,5299
101_clip_002,0,0.165400,0.404218,0.270957,0.955397,12,5299
101_clip_002,0,0.165400,0.404218,0.270957,0.955397,41,5299
101_clip_002,0,0.809768,0.250698,0.896416,0.541999,48,5297
101_clip_002,0,0.564147,0.000422,0.591278,0.086873,31,5298
101_clip_002,0,0.564147,0.000422,0.591278,0.086873,41,5298
101_clip_002,0,0.564147,0.000422,0.591278,0.086873,46,5298
101_clip_002,0,0.165271,0.403766,0.270617,0.955097,27,5299
101_clip_002,0,0.165271,0.403766,0.270617,0.955097,44,5299
101_clip_002,0,0.165271,0.403766,0.270617,0.955097,46,5299
101_clip_002,0,0.633622,0.000779,0.655703,0.081233,7,5300
101_clip_003,0,0.166145,0.404186,0.270295,0.952280,9,5841
101_clip_003,0,0.166145,0.404186,0.270295,0.952280,12,5841
101_clip_003,0,0.166145,0.404186,0.270295,0.952280,40,5841
101_clip_003,0,0.741952,0.254681,0.913400,0.541322,39,5842
101_clip_003,0,0.741952,0.254681,0.913400,0.541322,45,5842
101_clip_003,0,0.552422,0.000912,0.589608,0.074017,12,5843
101_clip_003,0,0.552422,0.000912,0.589608,0.074017,31,5843
101_clip_003,0,0.552422,0.000912,0.589608,0.074017,48,5843
101_clip_003,0,0.619729,0.000259,0.645577,0.060015,6,5844
101_clip_003,0,0.619729,0.000259,0.645577,0.060015,32,5844
101_clip_003,0,0.744491,-0.001029,0.764732,0.073931,46,5845
101_clip_003,0,0.626719,0.000339,0.653485,0.060152,3,5846
101_clip_003,0,0.626719,0.000339,0.653485,0.060152,8,5846
101_clip_003,0,0.626719,0.000339,0.653485,0.060152,33,5846
101_clip_003,0,0.165800,0.402432,0.271976,0.961424,29,5841
101_clip_003,0,0.765199,0.277356,0.921346,0.539242,12,5842
101_clip_003,0,0.550743,-0.000197,0.581193,0.060030,16,5843
101_clip_003,0,0.550743,-0.000197,0.581193,0.060030,25,5843
101_clip_003,0,0.550743,-0.000197,0.581193,0.060030,42,5843
101_clip_003,0,0.612624,0.000274,0.634371,0.049905,23,5844
101_clip_003,0,0.612624,0.000274,0.634371,0.049905,44,5844
101_clip_003,0,0.165876,0.402715,0.271907,0.961184,10,5841
101_clip_003,0,0.165876,0.402715,0.271907,0.961184,28,5841
101_clip_003,0,0.763526,0.261609,0.929520,0.540810,1,5842
101_clip_003,0,0.763526,0.261609,0.929520,0.540810,18,5842
101_clip_003,0,0.763526,0.261609,0.929520,0.540810,28,5842
101_clip_003,0,0.165965,0.403005,0.271535,0.959272,38,5841
101_clip_003,0,0.740742,0.252722,0.914765,0.546331,25,5842
101_clip_003,0,0.165633,0.402821,0.270872,0.957826,3,5841
101_clip_003,0,0.165633,0.402821,0.270872,0.957826,7,5841
101_clip_003,0,0.165633,0.402821,0.270872,0.957826,47,5841
101_clip_003,0,0.718506,0.257832,0.889027,0.544907,30,5842
101_clip_003,0,0.718506,0.257832,0.889027,0.544907,35,5842
101_clip_003,0,0.165689,0.401853,0.271238,0.959046,28,5841
101_clip_003,0,0.165689,0.401853,0.271238,0.959046,35,5841
101_clip_003,0,0.165689,0.401853,0.271238,0.959046,40,5841
101_clip_003,0,0.166032,0.404570,0.271147,0.960026,5,5841
101_clip_003,0,0.166032,0.404570,0.271147,0.960026,17,5841
101_clip_003,0,0.166032,0.404570,0.271147,0.960026,29,5841
101_clip_003,0,0.622594,0.257884,0.791683,0.551516,39,5842
101_clip_003,0,0.622594,0.257884,0.791683,0.551516,46,5842
101_clip_003,0,0.166109,0.403674,0.271012,0.958427,2,5841
101_clip_003,0,0.619355,0.282429,0.769013,0.545569,5,5842
101_clip_003,0,0.166113,0.403631,0.271345,0.960632,36,5841
101_clip_003,0,0.585542,0.262011,0.750865,0.556855,9,5842
101_clip_003,0,0.585542,0.262011,0.750865,0.556855,46,5842
101_clip_003,0,0.165844,0.401891,0.270878,0.958777,27,5841
101_clip_003,0,0.165844,0.401891,0.270878,0.958777,45,5841
101_clip_003,0,0.542944,0.198238,0.701394,0.489146,31,5842
101_clip_003,0,0.166002,0.402943,0.270579,0.958019,11,5841
101_clip_003,0,0.166002,0.402943,0.270579,0.958019,16,5841
101_clip_003,0,0.166002,0.402943,0.270579,0.958019,31,5841
